original,compare,original_photo,compare_photo,distance
pt,en,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Patos%2CPB_118.jpg,0.8438603729009628
pt,en,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Pedras_da_Boca_e_da_Caveira_vistas_da_Pedra_do_Lagarto._Parque_Estadual_da_Pedra_da_Boca%2C_Araruna%2C_PB_1.jpg,0.7946980744600296
pt,en,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Praia_da_Ponta_do_Seixas_e_Esta%C3%A7%C3%A3o_Cabo_Branco%2C_Jo%C3%A3o_Pessoa.jpg,0.8770980313420296
pt,en,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Presidente_Castro_Pinto_International_Airport.jpg,0.8731705099344254
pt,en,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-View_of_Frederiksstad_in_Paraiba%2C_Brazil_1638_Frans_Post.jpg,0.8855491429567337
pt,es,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Aldeia_camurupim.jpg,0.7698703408241272
pt,es,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Bandeira_da_Para%C3%ADba.svg.png,0.9787299204617739
pt,es,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Brazil_Paraiba_location_map.svg.png,0.899446502327919
pt,es,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Paraiba_in_Brazil.svg.png,0.9304515048861504
pt,es,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Patos12.jpg,0.8966807648539543
pt,es,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Serra_da_Copa%C3%B3ba_1.jpg,0.7683754712343216
pt,de,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Bandeira_da_Para%C3%ADba.svg.png,0.9787299204617739
pt,de,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Get%C3%BAlio_Vargas_e_Jo%C3%A3o_Pessoa.jpg,0.8962057009339333
pt,de,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Jo%C3%A3o-Pessoa-Bairro-Tamba%C3%BA.jpg,0.7964556068181992
pt,de,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Paraiba_DensidadeDemografica.svg.png,0.9168872088193893
pt,de,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Paraiba_in_Brazil.svg.png,0.9304515048861504
pt,it,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Bandeira_da_Para%C3%ADba.svg.png,0.9787299204617739
pt,it,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Paraiba_in_Brazil.svg.png,0.9304515048861504
pt,ru,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Aldeia_camurupim.jpg,0.7698703408241272
pt,ru,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Bandeira_da_Para%C3%ADba.svg.png,0.9787299204617739
pt,ru,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Brazil_Paraiba_location_map.svg.png,0.899446502327919
pt,ru,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Paraiba_in_Brazil.svg.png,0.9304515048861504
pt,zh,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Bandeira_da_Para%C3%ADba.svg.png,0.9787299204617739
pt,zh,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Brasao_paraiba.PNG,0.902641162276268
pt,zh,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Brazil_State_Paraiba.svg.png,0.9479478001594543
pt,fr,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Atlas_Van_der_Hagen-KW1049B13_097-PRAEFECTURAE_DE_PARAIBA%2C_ET_RIO_GRANDE.jpeg,0.8921520188450813
pt,fr,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Bandeira_da_Para%C3%ADba.svg.png,0.9787299204617739
pt,fr,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Flag_of_Brazil.svg.png,0.9246793314814568
pt,fr,2240px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,2240px-Groupes_Ethniques_au_Para%C3%ADba-2010.png,0.9480466023087502
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px--_paraiba_tourmaine.png,0.9590083472430706
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-BR-101%2C_Pedras_de_Fogo_%28PB%29.jpg,0.9091305136680603
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Bandeira_da_Para%C3%ADba.svg.png,0.9696454796940088
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Botxtre.jpg,0.9110497906804085
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Bras%C3%A3o_da_Capitania_da_Para%C3%ADba.jpg,0.9320236667990685
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Brazil_State_Paraiba.svg.png,0.9516381248831749
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-CCJ-UEPB.jpg,0.8194574862718582
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Campina_Grande_-_Para%C3%ADba_-_Brasil%286%29.jpg,0.8235127925872803
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Eleva%C3%A7%C3%B5es_rochosas_com_foto_tirada_durante_passeio_fotogr%C3%A1fico_ao_Pico_do_Jabre.jpg,0.9593264758586884
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Ethnic_groups_in_Para%C3%ADba-2010.png,0.9461809247732162
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Ind%C3%BAstria_3_de_Maio.jpg,0.8462819457054138
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Jo%C3%A3o-Pessoa-Bairro-Tamba%C3%BA.jpg,0.8313125669956207
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Jo%C3%A3o_Pessoa_Cavalcanti_de_Albuquerque.jpg,0.9714546073228121
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Marcelo_Calero_conhece_o_S%C3%A3o_Jo%C3%A3o_de_Campina_Grande_%2827586988420%29.jpg,0.898322768509388
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Mausol%C3%A9u_de_Jo%C3%A3o_Pessoa%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,0.8240408897399902
pt,en,2240px-Academia_Paraibana_de_Letras%2C_Jo%C3%A3o_Pessoa_%28PB%29.jpg,2240px-Novo_mapa_Capitanias.jpg,0.8775164112448692
